leaf.rank,leaf.length,leaf.width,internode.length,petile.length,leaf.area
1,0.1,0.0535,0.00397659792795367,0.0656037490568019,0.0039055
2,0.136895209541395,0.0732389371046463,0.0069734015011616,0.0684476047706974,0.00731902353831661
3,0.131207498113604,0.0701960114907781,0.017774283136315,0.0656037490568019,0.00672347742303892
4,0.117633079468696,0.0629336975157524,0.0385110727770684,0.0588165397343482,0.00540425178802444
5,0.102115292493098,0.0546316814838074,0.0603684346293423,0.0510576462465488,0.0040724729978994
6,0.0880499154462809,0.0471067047637603,0.0591772768458262,0.0440249577231404,0.00302785120112347
7,0.0763548164761738,0.040849826814753,0.0365462846959197,0.0381774082380869,0.00227692915155248
8,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
9,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
10,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
11,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
12,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
13,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
14,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
15,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
16,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
17,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
18,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
19,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
20,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
21,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
22,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
23,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
24,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
25,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
26,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
27,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
28,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
29,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
30,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
31,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
32,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
33,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
34,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
35,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
36,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
37,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
38,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
39,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
40,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
41,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
42,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
43,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
44,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
45,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
46,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
47,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
48,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
49,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
50,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
51,0.0668874605725561,0.0357847914063175,0.0365462846959197,0.033443730286278,0.00174729429172966
