timestamp,year,dayOfYear,hourOfDay,scenario,simuuid,plantAge_days,plantAge_Td,degreeDay,Ta,rh,incomingRadiation,cca,wind,rainfall,soilWaterContent,soilWaterPotential,meanSoilWaterPotential,totalSoilAvailableWater,soilNContent,leafArea,leafNumber,totalFruitNumber,AbsorbedTotRad,AbsorbedPAR,fabsTotRad,fabsPAR,fPARLow,fPARMid,fPARUp,meanPAnet,meanAnet,carbonAssimilation,waterFlux_optimized,WUE,waterFluxPotential,xylemWaterPotential,leaf_waterPotential,"potentialSupplyDemandRatio",phloemSugarConcentration,biomassPlant,biomassLeaf,biomassInternode,biomassFlower,biomassFruit,biomassFineRoot,biomassStructuralRoot,biomassCordon,biomassTrunk,leafNSC,fineRootNSC,structuralRootNSC,internodeNSC,cordonNSC,trunkNSC,totalUnloading,fraction_leafUnloading,fraction_fruitUnloading,"fraction_fineRootUnloading","fraction_structuralRootUnloading","fraction_internodeUnloading","fraction_perennielWoodUnloading",fraction_flowerUnloading,"fraction_petioleUnloading",fraction_leafLoading,"fraction_internodeLoading","fraction_perennielWoodLoading",fraction_fineRootLoading,"fraction_structuralRootLoading",totalLeakage,internodeLeakage,structuralRootLeakage,maintenanceDM,maintenanceLeaf,maintenanceInternode,maintenanceFruit,maintenanceFineRoot,"maintenanceStructuralRoot",growthCost,growthCostLeaf,growthCostInternode,growthCostFruit,growthCostFineRoot,growthCostStructuralRoot,"previousDailyNetCarbonBalance",cordonStructureDM_SEC,trunkStructureDM_SEC,"perennielWoodStructureDM_SEC","structuralRootStructureDM_SEC",cordonMaintenanceDM,trunkMaintenanceDM,"perennielWoodMaintenanceDM","structuralRootMaintenanceDM",cordonReserveDM,trunkReserveDM,perennielWoodReserveDM,structuralRootReserveDM,sumRootConductance,sumNuptakeCostRoot,totalNitrogen,plantNitrogenCommonPool,plantNitrogenContent,meanLeafNcontent,NDegradation,NSynthesis,Nuptake,fPAR_1,fPAR_2,fPAR_3,fPAR_4,fs_1,fs_2,fs_3,fs_4,cumLAI_1,cumLAI_2,cumLAI_3,cumLAI_4,intWaterPotential_1,intWaterPotential_2,intWaterPotential_3,intWaterPotential_4,meanAnet_1,meanAnet_2,meanAnet_3,meanAnet_4,meanLeafWaterPotential_1,meanLeafWaterPotential_2,meanLeafWaterPotential_3,meanLeafWaterPotential_4,meanGs_1,meanGs_2,meanGs_3,meanGs_4,sugarConcentration_1,sugarConcentration_2,sugarConcentration_3,sugarConcentration_4,pruneFlowersRemoved,pruneFruitsRemoved,pruneFruitBiomassRemoved,pruneLeafAreaRemoved,pruneLeafBiomassRemoved,"pruneInternodeBiomassRemoved",fruitCount_b1,fruitCount_b2,fruitCount_b3,fruitCount_b4,"fruitIncidentPAR_mean_b1_umol_m2_s","fruitIncidentPAR_mean_b2_umol_m2_s","fruitIncidentPAR_mean_b3_umol_m2_s","fruitIncidentPAR_mean_b4_umol_m2_s",flowerSelfAssimC,droppedFlowerCount,totalFlowerCount,reserveSeasonBeta,effectiveHydRate,reserveHydrolysisFlux,reserveSynthesisFlux,netReserveChange
2012-07-18T01:30:00,2012,200,1,0,"9273d490-b46d-48de-afa3-955b5c30eb93",120.04166666790843,88.83681941069506,0.4084166807457805,19.802,0.8064000010490417,0.4382,400.0,1.61,0.0,[0.11345999406834485],[-0.6940000000000007],-0.6940000000000007,4.037998380959087,15.1,0.29530984003311755,12,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47765570878982544,-0.47765570878982544,0.0,0.29530984003311755,0.0,0.4429647757177188,-0.37413426326021004,-0.69,32.436708711244194,0.17301552095184325,38873.046330343495,14744.313552882913,17869.62242931802,0.0,4297.7563858876265,374.01648456990455,1493.018061267345,3071.9571775217787,12287.491824201035,833.9862577068786,31.353335712806885,138.6471269155097,1180.6253427973384,213.93905885221187,855.7562354088475,9.04924,0.30059916,0.58768255,0.046581894,0.0026365703,0.06057968,0.04228167,0.0,0.0019201756,0.99820465,0.0016235085,0.0014709682,3.184585E-5,1.408359E-4,0.0,0.0,0.0,2.9497672547749763,2.7201939146878176,0.19438258515000068,0.0,0.0044303299410362405,0.01338429503596237,0.1507308284691059,0.0,0.06350625029213249,0.23931366460043485,0.08113126971087326,7.752270305349998E-4,0.0,0.06520990140560777,0.1630782196882659,0.2282881210938737,0.003876135152675,0.024955435893375722,0.09982174357350289,0.12477717946687861,0.01338429503596237,0.005910332137772402,0.023641328551089608,0.02955166068886201,0.006598527661946778,16.652256,0.005484038660851356,633.6450451139724,57.02805632634879,0.01630037017755828,1.6499999999999997,0.0,0.0,0.006376789421169926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.382746000827938,7.382746000827938,6.072837221145148,3.6680981139284246,-0.003762265,-0.005404789,-0.007262169,-0.009108365,0.0,0.0,0.0,0.0,0.0,-0.69,-0.69,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9163009524345398,1.70514273350119E-4,0.015966117978678085,0.04288474116382292,0.026918623185144833
2012-07-18T02:30:00,2012,200,2,0,"9273d490-b46d-48de-afa3-955b5c30eb93",120.08333333581686,88.87220522909027,0.7842208778129276,19.0193,0.8015000224113464,0.7762,400.0,1.59,0.0,[0.1136661022337926],[-0.6880000000000003],-0.6880000000000003,4.0998308330504125,15.1,0.28539468898443826,12,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4538711607456207,-0.4538711607456207,0.0,0.29530984003311755,0.0,0.4429647757177188,-0.7323551171619271,-0.7323551,31.562470111969482,0.17134680135859606,38866.312854205964,14722.204886420053,17870.6044379988,0.0,4311.153944900399,374.9952065446116,1493.0349642202852,3072.1843384003496,12288.078080999197,824.2733677066062,31.356718720602455,138.6520078120056,1180.6583936822542,213.94469040538553,855.7787545932786,9.445989,0.28526995,0.59779066,0.056241434,0.0024571086,0.056411058,0.039200906,0.0,0.0018298079,0.99828905,0.0015464275,0.0014011272,3.0336409E-5,1.3415018E-4,0.0,0.0,0.0,2.9230339820873024,2.694656748134888,0.1933661817957893,0.0,0.004412819604775906,0.013313887349822426,0.1702098717207533,0.0,0.06109189156761681,0.2541026336980675,0.10272944247247962,7.418124873665425E-4,0.0,0.062400411978913606,0.15605218903139206,0.21845260101030567,0.0037090624368327136,0.02482517467316215,0.09929882125590757,0.12412399592906972,0.013313887349822426,0.005543644899913559,0.022171065358287178,0.027714710258200735,0.006186871508543577,6.6701045,0.0052644417762883955,633.6575433475889,57.02918116741897,0.016303515739312456,1.575,0.0,0.0,0.006121444195323985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1348672246109555,7.1348672246109555,6.072837221145148,3.6680981139284246,-0.73611736,-0.7377599,-0.7396173,-0.7414635,0.0,0.0,0.0,0.0,0.0,-0.69,-0.69,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9163009524345398,1.7051424228697456E-4,0.015874735545367002,0.04021945230051318,0.024344716755146177
2012-07-18T03:30:00,2012,200,3,0,"9273d490-b46d-48de-afa3-955b5c30eb93",120.12500000372529,88.90621793402897,1.1314708729029945,18.334,0.8398000001907349,0.929,400.0,1.59,0.0,[0.11390932189027328],[-0.6810000000000002],-0.6810000000000002,4.17279673289402,15.1,0.29530984003311755,12,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41193370521068573,-0.41193370521068573,0.0,0.28539468898443826,0.0,0.42809204861863875,-0.7237555868443198,-0.7237556,31.666271629688648,0.17237990354566066,38859.6265942464,14701.07260908166,17871.554747214075,0.0,4323.6808948554635,375.9477133536501,1493.0512178910712,3072.403530698847,12288.644116463225,814.989429863142,31.359964757967884,138.65669467659868,1180.690812696241,213.95023514760135,855.8009204799896,9.028232,0.29580405,0.5848083,0.05729002,0.0025157102,0.05767629,0.039927147,0.0,0.0019056217,0.99835783,0.0014843944,0.0013449203,2.9121822E-5,1.2876981E-4,0.0,0.0,0.0,2.8979258441772164,2.6705875648707993,0.1924815377834754,0.0,0.004399774541394318,0.013252572628627531,0.165172297303739,0.0,0.05917100650073976,0.23759036797305996,0.10000655082316916,7.149540248732049E-4,0.0,0.06014225544333102,0.15040494290357026,0.21054719834690128,0.0035747701243660254,0.02471180699731881,0.09884356996640918,0.123555376963728,0.013252572628627531,0.0052751018563286746,0.021093866136989457,0.026368967993318133,0.005885070869016898,6.687028,0.005100384529367025,633.6759722611516,57.03083976970552,0.01630679519589039,1.575,0.0,0.0,0.005930679946322129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.382746000827938,7.382746000827938,6.072837221145148,3.6680981139284246,-0.72751784,-0.72916037,-0.73101777,-0.73286396,0.0,0.0,0.0,0.0,0.0,-0.69,-0.69,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9163009524345398,1.7051421494936246E-4,0.014563980657840148,0.03826339909804524,0.023699418440205094
2012-07-18T04:30:00,2012,200,4,0,"9273d490-b46d-48de-afa3-955b5c30eb93",120.16666667163372,88.93955705785872,1.4654334028194356,18.0151,0.8192999958992004,0.9488,400.0,1.59,0.0,[0.11412021047622273],[-0.6750000000000005],-0.6750000000000005,4.236063311192843,15.1,0.29530984003311755,12,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40337833762168884,-0.40337833762168884,0.0,0.29530984003311755,0.0,0.4429647757177188,-0.719170142365225,-0.71917015,31.576655148478206,0.1721425399855726,38852.9784113202,14680.016962076988,17872.487484183708,0.0,4336.198646974962,376.8888366233179,1493.067071881763,3072.618116582761,12289.198049883966,805.7391576414096,31.363147770364304,138.66125433400816,1180.7222159126616,213.95560333408503,855.8223744608522,8.995333,0.2950155,0.5865162,0.056822333,0.0024972775,0.057240218,0.039494142,0.0,0.0019084687,0.99837863,0.0014648102,0.0013271744,2.8739796E-5,1.2707175E-4,0.0,0.0,0.0,2.8806277590592804,2.6537626079661036,0.19207613376992583,0.0,0.0043974418275759845,0.013224265663281285,0.1630510144947381,0.0,0.05824873434735635,0.23741591871411513,0.0988260085117885,7.003623308351953E-4,0.0,0.058915860892282984,0.14733797521044134,0.20625383610272432,0.0035018116541759774,0.024659953854517237,0.09863443641135196,0.12329439026586919,0.013224265663281285,0.005144817105238425,0.020569885572331418,0.025714702677569843,0.005737763199093786,6.697508,0.005024715697140331,633.7002438676427,57.03302421437652,0.016310210176396875,1.575,0.0,0.0,0.0058426929282326965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.382746000827938,7.382746000827938,6.072837221145148,3.6680981139284246,-0.7229324,-0.7245749,-0.7264323,-0.7282785,0.0,0.0,0.0,0.0,0.0,-0.69,-0.69,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9163009524345398,1.7051418785922598E-4,0.01431942816998344,0.03731272736157596,0.02299329919159252
2012-07-18T05:30:00,2012,200,5,0,"9273d490-b46d-48de-afa3-955b5c30eb93",120.20833333954215,88.97210621459367,1.7843042746475604,17.6529,0.8313999772071838,1.0829,400.0,1.54,0.0,[0.11433337427829025],[-0.6690000000000002],-0.6690000000000002,4.300012454354211,15.1,0.29530984003311755,12,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39385460317134857,-0.39385460317134857,0.0,0.29530984003311755,0.0,0.4429647757177188,-0.7131474207553952,-0.7131474,31.515346292315083,0.1719139842376679,38846.369698302566,14659.045596523618,17873.3993622626,0.0,4348.706508414886,377.81634286083187,1493.0824809290052,3072.8273727796395,12289.738037292502,796.5259123686745,31.36625808659835,138.66567541252968,1180.7525363757522,213.9607837647785,855.8430722300584,8.959002,0.2942589,0.58842933,0.05623909,0.0024761765,0.056684997,0.038981944,0.0,0.0019115176,0.9984058,0.0014406701,0.0013053004,2.8268278E-5,1.2497837E-4,0.0,0.0,0.0,2.8625922292118786,2.6362657471504476,0.19161531894879819,0.0,0.004393725727044056,0.013192147988565665,0.16047539547615972,0.0,0.05710778288152503,0.23722832874147973,0.09741251240763073,6.833595483043952E-4,0.0,0.05748657893432987,0.1437635947303293,0.20125017366465917,0.0034167977415219767,0.024600970997010575,0.09839684359890793,0.1229978145959185,0.013192147988565665,0.005000657229536388,0.019990651724724622,0.02499130895426101,0.005575121690472159,6.7006984,0.004936312119979258,633.7302553722003,57.035725249894035,0.016313757509234944,1.575,0.0,0.0,0.005739898066544616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.382746000827938,7.382746000827938,6.072837221145148,3.6680981139284246,-0.7169097,-0.71855223,-0.7204096,-0.72225577,0.0,0.0,0.0,0.0,0.0,-0.69,-0.69,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9163009524345398,1.7051416112549974E-4,0.014026694538188167,0.03626185039076886,0.022235155852580693
2012-07-18T06:30:00,2012,200,6,0,"9273d490-b46d-48de-afa3-955b5c30eb93",120.25000000745058,89.0042240916237,2.0951334465086475,17.4599,0.8169000148773193,7.6599,400.0,1.54,0.0,[0.11454885853719755],[-0.6630000000000003],-0.6630000000000003,4.364657734595173,15.1,0.29530984003311755,12,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3888625353574753,-0.3888625353574753,0.0,0.29530984003311755,0.0,0.4429647757177188,-0.7071743726837265,-0.70717436,31.34084763290198,0.17164426165821559,38839.792550229424,14638.132202865494,17874.300343362927,0.0,4361.2028376364315,378.74012599954324,1493.0976353205422,3073.033603874169,12290.270050067164,787.3381355991014,31.36933641930034,138.67001637364766,1180.7821547272654,213.9658408202485,855.8632713796285,8.934224,0.29346502,0.5895172,0.05617144,0.00246604,0.056465987,0.038715683,0.0,0.0019143173,0.9984121,0.0014356829,0.0013007799,2.8172492E-5,1.245465E-4,0.0,0.0,0.0,2.847929577861797,2.621882193659963,0.19137434553574728,0.0,0.004394926195949838,0.013175173486408424,0.15954772778590323,0.0,0.056578508608444655,0.2370096047888645,0.09702850972978731,6.738293412520564E-4,0.0,0.056685829772330665,0.1417610618567508,0.19844689162908147,0.0033691467062602824,0.024570203368271332,0.09827214150249977,0.1228423448707711,0.013175173486408424,0.004923975845983395,0.019681366723712013,0.024605342569695408,0.005487834978940819,6.696344,0.0048941757220972255,633.7659577790108,57.03893846663466,0.016317439310711952,1.575,0.0,0.0,0.005690902252897554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.382746000827938,7.382746000827938,6.072837221145148,3.6680981139284246,-0.71093667,-0.7125792,-0.71443653,-0.7162827,0.0,0.0,0.0,0.0,0.0,-0.69,-0.69,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9163009524345398,1.7051413432053264E-4,0.01393941679270938,0.035700726454949795,0.021761309662240415
2012-07-18T07:30:00,2012,200,7,0,"9273d490-b46d-48de-afa3-955b5c30eb93",120.29166667535901,89.03877710849527,2.4533626174935463,18.5975,0.8205000162124634,68.0897,400.0,1.48,0.0,[0.11480325182931962],[-0.6560000000000004],-0.6560000000000004,4.440975725264399,15.1,0.29530984003311755,12,45,1.2390936949881945,0.8971443136845008,0.45494902128669773,0.7319954524729884,0.0,0.04020447733448133,0.16229544108053676,-0.24752393551170826,-0.2338176816111617,-2.73657308310877,0.4762079304399527,0.0,0.531021093907931,-0.7274961495423944,-0.72749615,29.03688100555042,0.17018962328363813,38826.71205767971,14610.641776302857,17875.266740828847,0.0,4373.654388673299,379.7158639337611,1493.1138852022198,3073.25422056076,12290.8385835602,775.2609038170742,31.372694073010067,138.67467271514872,1180.8129517233417,213.97107228025754,855.8841597085154,9.084675,0.30121192,0.57767683,0.05830533,0.0025159863,0.058392808,0.03998432,0.0,0.0018971593,0.99821275,0.0016160943,0.0014642368,3.1715033E-5,1.4019817E-4,0.0,0.0,0.0,2.9642224138291136,2.7364122970293896,0.19286199394759326,0.0,0.004435841588977451,0.013277205945004842,0.1693504125072844,0.0,0.06094942181405495,0.2361603265995939,0.10243083846422382,7.221449712367916E-4,0.0,0.060751401993583094,0.15192832307209184,0.21267972506567492,0.003610724856183959,0.024761361799375794,0.09903508404881062,0.12379644584818641,0.013277205945004842,0.0053574228305499644,0.02141093417831718,0.026768357008867143,0.005968987114471177,6.6714816,0.005213905727869724,633.8077228671671,57.042697324718084,0.016324012239965175,1.575,0.0,0.0,0.006062681345739352,0.0,0.03675148204671255,0.0627608851574532,0.1707403047440316,0.0,0.0,0.0,0.0,7.382746000827938,7.382746000827938,6.072837221145148,3.6680981139284246,-0.7328808,-0.73583156,-0.7387777,-0.7411945,0.0,-0.3312394441200493,-0.2906608075869934,-0.12989012332516373,0.0,-0.7274961495423944,-0.7274961495423944,-0.7274961495423944,0.0,0.023760000243782997,0.023760000243782997,0.023760000243782997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9163009524345398,1.7051410201830757E-4,0.015955357172060758,0.038839573323846764,0.022884216151786006
2012-07-18T08:30:00,2012,200,8,0,"9273d490-b46d-48de-afa3-955b5c30eb93",120.33333334326744,89.0788483233573,2.957779336704192,22.106,0.6995000243186951,245.203,400.0,1.45,0.0,[0.11502392529825696],[-0.6500000000000005],-0.6500000000000005,4.507177768576232,15.1,0.2849182115805669,12,45,6.927637996564995,4.886053145576312,0.70631660262772,1.1070313045780915,0.0,0.037132456826491404,0.2624670358293043,0.33484388142824173,0.14764710085748192,2.9016916595161364,1.1141821858680199,7.234233962812452E-4,1.5638896839893752,-0.8057256220385918,-0.80572563,44.779901242620255,0.17563849629974365,38829.89472911098,14599.011669902435,17876.431228163467,0.0,4386.244864743748,380.752436117987,1493.1351297314993,3073.518105620228,12291.524847900993,770.1515072666974,31.37721486380019,138.6811392189984,1180.8603805181624,213.97926720070842,855.9168813793158,7.795445,0.16440761,0.68072563,0.072148465,0.0033025104,0.077151746,0.052898884,0.0,0.002264031,0.99772215,0.0020586823,0.0018652336,4.040387E-5,1.785946E-4,0.0,0.0,0.0,1.5149312354883797,1.2816304487028305,0.19750527877952076,0.0,0.004549940438612777,0.013596439548175127,0.18682454769946655,0.0,0.07208306926984681,0.23879522575444187,0.10858555196702835,8.493658902704683E-4,0.0,0.07145534879142315,0.17869696356511885,0.250152312356542,0.004246829451352342,0.02535767461492602,0.10141829394926255,0.12677596856418857,0.013596439548175127,0.007094210419148727,0.028347833547878343,0.03544204396702707,0.007901268431136024,7.1670365,0.006278689061140212,633.8567887568785,57.047113254967584,0.016323937862279928,1.575,0.0,0.0,0.00730080155519521,0.0,0.033849151857760405,0.0791917554483426,0.2758564957136245,0.0,0.0,0.0,0.0,7.122955289514171,7.122955289514171,5.813046509831382,3.6680981139284246,-0.81337726,-0.8181997,-0.822931,-0.8264717,0.0,-0.27250372539210427,-0.09196067462812997,0.5914238169957231,0.0,-0.8057256220385917,-0.8057256220385918,-0.8057256220385918,0.0,0.023760000243782997,0.023760000243782997,0.029102880880236624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9163009524345398,1.705140741638447E-4,0.017440562369301915,0.05141280136987398,0.033972239000572065
2012-07-18T09:30:00,2012,200,9,0,"9273d490-b46d-48de-afa3-955b5c30eb93",120.37500001117587,89.12025868371553,3.6288709927262133,26.1062,0.5649999976158142,785.3043,400.0,1.41,0.0,[0.1152470714301133],[-0.6440000000000005],-0.6440000000000005,4.574121610793243,15.1,0.29530984003311755,12,45,22.05107616589255,15.579691528681657,0.7019914498714875,1.101072447511831,0.0,0.04426099942917264,0.25955733027902,1.89191842948397,0.9869002640566652,14.68844992438597,2.653993398043905,0.0015373531004271945,4.412110325368567,-0.8596421098682445,-0.87250125,86.75107954751174,0.18252808802798728,38862.76714135847,14616.840315033549,17877.71097606377,0.0,4398.977817893015,381.7559482738812,1493.1626859034427,3073.804752939116,12292.283245616813,777.9840768747871,31.38346976247865,138.6903629262885,1180.9342377288588,213.99219536445383,855.9685017086701,6.67515,0.010982279,0.80396837,0.08161955,0.0043724068,0.096340835,0.066130064,0.0,0.0027165469,0.9971642,0.0025629008,0.0023220677,5.030493E-5,2.2233794E-4,0.0,0.0,0.0,0.313031615666569,0.0733083577598755,0.20293700183272123,0.0,0.004683050340367994,0.013969847195025068,0.18718184958036382,0.0,0.0761875072467904,0.2414974942001052,0.10473503256018227,8.926987911665706E-4,0.0,0.07510248359371016,0.18781778684228026,0.2629202704359904,0.004463493955832854,0.026055255225493214,0.10420611310693817,0.13026136833243138,0.013969847195025068,0.009658526695443013,0.038587940270142305,0.04824646696558532,0.010753129106399589,12.342876,0.00752760809902369,633.9146076796484,57.052316958223656,0.0163116178879868,1.575,0.0,0.0,0.008753033058507902,0.0,0.03548814555261834,0.08820671535129777,0.27272373603722194,0.0,0.0,0.0,0.0,7.382746000827938,7.382746000827938,6.072837221145148,3.6680981139284246,-0.8728328,-0.88223004,-0.8913763,-0.8975937,0.0,-0.006109073995031589,0.5281922229882458,1.949672299742419,0.0,-0.8596421098682446,-0.861746416461914,-0.8872316993945499,0.0,0.023760000243782997,0.02835044777020812,0.042928365617990495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9163009524345398,1.7051405707999712E-4,0.018591804269817658,0.06996811330313236,0.05137630903331471
2012-07-18T10:30:00,2012,200,10,0,"9273d490-b46d-48de-afa3-955b5c30eb93",120.4166666790843,89.15997206095031,4.378512671942886,27.9914,0.5227000117301941,845.743,400.0,1.35,0.0,[0.11547274130649393],[-0.6380000000000001],-0.6380000000000001,4.641822576397628,15.1,0.29530984003311755,12,45,23.51801026816824,16.863935818415428,0.6951878486776786,1.0716174285099367,0.0,0.04905016987190546,0.2446509261878726,1.9632138985519607,1.0908898040612007,16.30377554685226,3.255785685042846,0.0013910088006092746,5.12316167302142,-0.8657610421405675,-0.94298315,94.65146875113776,0.18353221693139354,38899.49263152419,14638.56351302071,17878.977053161085,0.0,4411.72426801363,382.7154877439232,1493.1929136716824,3074.08593697678,12293.034731347845,787.5276209351175,31.39067043327463,138.70096522662502,1181.0200134584607,214.0072337780117,856.0285337904209,6.584199,0.0,0.81593806,0.07916738,0.0046671503,0.097437985,0.06680303,0.0,0.002789426,0.9968295,0.0028655084,0.002596234,5.6252247E-5,2.485909E-4,0.0,0.0,0.0,0.2428246950729071,0.0,0.20555747813568587,0.0,0.004751386142925067,0.014149695804722041,0.17979240529091334,0.0,0.0736617540816561,0.24175348232176683,0.09990019136794603,8.581602341608669E-4,0.0,0.07219818025019263,0.18055464307280852,0.25275282332300114,0.004290801170804335,0.02639191780255474,0.10555027505237821,0.13194219285493294,0.014149695804722041,0.011042038464315427,0.04410736285644747,0.0551494013207629,0.012288948210331645,14.341505,0.00810949842059873,633.9818562521596,57.058369329990164,0.01629794666623441,1.575,0.0,0.0,0.00942964974128031,0.0,0.045045424843188096,0.08548886530923436,0.25702296811843334,0.0,0.0,0.0,0.0,7.382746000827938,7.382746000827938,6.072837221145148,3.6680981139284246,-0.8811159,-0.8923161,-0.9030668,-0.910141,0.0,0.11301430583795209,0.5541113672527573,2.1070378524419047,0.0,-0.8999041331185472,-0.921117646841587,-0.9696518370796913,0.0,0.023760000243782997,0.027140303049236536,0.04264731854200363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9163009524345398,1.7051404065499622E-4,0.02050387390772812,0.07997374344901072,0.0594698695412826
